Unnamed: 0,Canal_id,year,Canal_name,Sample_water_point,TEMP. (oC),  pH,DO (mg/l),H2S (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),TKN (mg/l),NH3N (mg/l),NO2 (mg/l),NO3 (mg/l),T-P (mg/l),T.Coliform (col/100ml),Sample_water_point (EN),Canal_name (EN),Latitude,Longitude
709,342.0,2563,คลองบางปะแก้ว,ถนนสุขสวัสดิ์,29.3,7.3,4.2,0.0,11.5,69.0,11.9,6.3,3.8,0.4,2.5,1.3,6770000000.0,Suksawat Road,Bang Pakaeo Canal,,
710,371.0,2563,คลองสำโรง,สะพานสำโรง  (ถนนศรีนครินทร์),29.3,7.2,1.5,0.1,18.7,80.1,16.4,15.0,9.7,0.1,2.6,1.5,5650000000000.0,Samrong Bridge (Srinakarin Road),Khlong Samrong,13.577937868014300,100.82161823760200
711,391.0,2563,คลองบางกอกใหญ่,ถนนเพชรเกษม,28.9,7.2,2.2,0.0,5.9,50.3,10.1,5.6,2.8,0.2,2.9,0.6,3510000000.0,Phetkasem Road,Bangkok Yai Canal,,
712,392.0,2563,คลองบางกอกใหญ่,ร.ร.พาณิชยการธนบุรี,28.8,7.1,2.4,0.0,4.3,45.7,13.9,4.3,1.5,0.2,2.1,0.5,2590000000.0,Thonburi Commercial School,Bangkok Yai Canal,,
713,393.0,2563,คลองชักพระ,วัดช่างเหล็ก,28.8,7.1,2.4,0.0,4.1,42.4,11.1,4.4,1.1,0.1,2.3,0.5,2000000000.0,Changlek Temple,Khlong Chak Phra,13.773212,100.4544568
714,394.0,2563,คลองชักพระ,บางขุนนนท์,28.8,7.1,2.4,0.0,4.1,42.4,11.1,4.4,1.1,0.1,2.3,0.5,2000000000.0,Bang Khun Non,Khlong Chak Phra,13.773212,100.4544568
715,395.0,2563,คลองบางกอกใหญ่,สะพานเจริญพาสน์,29.1,7.2,2.7,0.0,7.3,48.5,15.4,5.3,2.8,0.2,2.6,0.7,2410000000.0,Charoenpas Bridge,Bangkok Yai Canal,,
716,396.0,2563,คลองบางหลวง,ชุมชนคลองบางหลวง,29.0,7.2,2.4,0.0,5.9,44.7,12.7,4.6,2.6,0.2,2.2,0.7,2230000000.0,Khlong Bang Luang Community,Khlong Bang Luang,14.396589240496000,100.43856899488300
717,401.0,2563,คลองบางกรวย,วัดกล้วย (ถ.บางกรวย-ไทรน้อย22),29.2,7.3,3.3,0.0,4.8,43.1,21.3,3.0,0.8,0.2,2.8,0.3,2040000000.0,Kluai Temple (Bang Kruai-Sai Noi 22 Rd.),Khlong Bang Kruai,13.81497094414860,100.49637410521600
718,402.0,2563,คลองบางกรวย,วัดสำโรง  (สะพานเฉลิมศักดิ์),28.9,7.3,2.9,0.0,5.3,46.4,37.1,4.4,0.9,0.2,2.7,0.7,2000000000.0,Samrong Temple (Chalermsak Bridge),Khlong Bang Kruai,13.81497094414860,100.49637410521600
719,411.0,2563,คลองมหาสวัสดิ์,หน้าวัดชัยพฤกษ์,29.5,7.2,2.5,0.0,6.8,59.3,35.3,2.9,0.4,0.3,3.0,0.5,2000000000.0,In front of Chaiyaphruek Temple,Khlong Mahasawat,13.7985633,100.4594993
720,421.0,2563,คลองทวีวัฒนา,ถ. ปิ่นเกล้า-นครชัยศรี,29.9,7.3,2.1,0.0,5.4,43.8,8.2,2.6,0.2,0.3,1.7,0.4,2000000000.0,Pinklao-Nakhon Chai Si Rd.,Khlong Thawi Watthana,13.8605389,100.3018712
721,422.0,2563,คลองทวีวัฒนา,แยกถนนเพชรเกษม  69,29.8,7.3,2.7,0.0,5.2,46.3,7.3,3.6,1.1,0.5,1.9,0.5,2000000000.0,Phetkasem Road Intersection 69,Khlong Thawi Watthana,13.8605389,100.3018712
722,423.0,2563,คลองทวีวัฒนา,สน. ศาลาแดง,29.8,7.3,2.2,0.0,5.0,50.0,7.8,3.3,0.6,0.3,1.5,0.4,1750000000.0,Saladaeng Police Station,Khlong Thawi Watthana,13.8605389,100.3018712
723,431.0,2563,คลองสนามชัย,วัดสิงห์,28.9,7.3,3.4,0.0,12.3,60.9,17.4,6.9,3.9,0.2,1.8,1.0,1720000000.0,Wat Singh,Sanamchai Canal,,
724,432.0,2563,คลองสนามชัย,วัดเลา,28.8,7.3,2.7,0.0,12.1,54.4,23.7,7.0,3.9,0.2,1.8,0.9,1710000000.0,Wat Lao,Sanamchai Canal,,
725,433.0,2563,คลองสนามชัย,สน. ท่าข้าม,29.1,7.3,2.3,0.1,14.5,69.9,15.3,9.5,5.1,0.2,2.1,1.3,12500000000.0,Tha Kham Police Station,Sanamchai Canal,,
726,434.0,2563,คลองสนามชัย,วัดบางกระดี่,29.4,7.2,2.9,0.0,8.8,97.8,29.0,5.7,3.1,0.3,2.2,1.1,785000000.0,Bang Kradi Temple,Sanamchai Canal,,
727,435.0,2563,คลองสนามชัย,วัดแสมดำ,29.5,7.2,2.9,0.0,8.5,108.0,26.1,5.5,3.2,0.3,2.1,1.2,821000000.0,Wat Samae Dam,Sanamchai Canal,,
728,441.0,2563,คลองหัวกระบือ,วัดหัวกระบือ,29.3,7.3,3.8,0.0,10.9,63.5,20.5,6.6,4.2,0.2,1.8,1.0,948000000.0,Buffalo Head Temple,Khlong Hua Krabue,,
729,451.0,2563,คลองขุนราชวินิตใจ,หน้า ปตร.คลองขุนฯ,29.8,7.3,4.0,0.0,6.8,179.5,114.3,4.2,1.4,0.2,1.5,0.9,775000000.0,In front of Khlong Khun Police Station,Khun Ratchawinitjai Canal,,
730,452.0,2563,คลองขุนราชวินิตใจ,ตรงข้ามปตร.รางสะแก,29.6,7.6,3.3,0.1,9.2,74.8,20.3,6.9,3.7,0.2,1.9,1.1,853000000.0,Opposite Rang Sakae Police Station,Khun Ratchawinitjai Canal,,
731,453.0,2563,คลองขุนราชวินิตใจ,วัดหัวกระบือ,29.3,7.4,4.6,0.0,10.8,72.7,22.2,6.7,3.9,0.2,2.0,0.9,360000000.0,Buffalo Head Temple,Khun Ratchawinitjai Canal,,
732,461.0,2563,คลองประเวศบุรีรมย์,หน้าวัดลานบุญ,29.0,7.3,2.4,0.0,8.9,57.1,12.5,8.8,5.5,0.3,2.8,0.9,370000000.0,In front of Wat Lan Bun,Khlong Prawet Burirom,13.742743415277700,100.70024496207000
733,462.0,2563,คลองประเวศบุรีรมย์,สำนักงานเขตลาดกระบัง,29.4,7.3,3.9,0.0,9.6,58.3,20.5,8.8,5.3,0.2,2.7,0.9,498000000.0,Lat Krabang District Office,Khlong Prawet Burirom,13.742743415277700,100.70024496207000
734,463.0,2563,คลองประเวศบุรีรมย์,ถนนพัฒนาการ,29.3,7.3,3.0,0.0,9.2,56.1,13.2,10.3,6.6,0.3,2.7,1.0,458000000.0,Phatthanakan Road,Khlong Prawet Burirom,13.742743415277700,100.70024496207000
735,471.0,2563,คลองเชิงตาแพ,ปตร. เชิงตาแพ,29.9,7.3,4.2,0.0,5.3,182.3,87.2,3.4,0.3,0.1,1.3,0.4,325000000.0,Choeng Ta Phae Police Station,Choeng Ta Phae Canal,,
736,472.0,2563,คลองรางหอกหัก,ปตร. วัดลูกโค,29.8,7.3,4.4,0.0,5.2,180.3,131.8,3.7,0.8,0.1,1.3,0.6,233000000.0,Police Station Luk Kho Temple,Khlong Rang Hok Hak,,
737,473.0,2563,คลองรางหอกหัก,ปตร. เรือสัญจร,29.8,7.3,4.2,0.0,5.4,178.5,148.3,4.1,0.9,0.1,1.3,0.6,234000000.0,Traffic boat patrol,Khlong Rang Hok Hak,,
738,481.0,2563,คลองบางจาก,โรงกลั่นน้ำมันบางจาก (เขตพระโขนง),29.3,7.3,0.1,0.3,21.2,70.3,13.3,14.0,9.6,0.2,2.0,1.4,10900000000000.0,Bangchak Oil Refinery (Phra Khanong District),Khlong Bang Chak,13.616893104385200,100.54199283343500
739,491.0,2563,คลองบางรัก,ถนนจรัญสนิทวงค์,28.9,7.2,1.7,0.0,9.1,52.8,14.4,6.5,3.4,0.2,2.0,0.9,21200000000.0,Charansanitwong Road,Khlong Bang Rak,13.87262110660050,100.44671229033500
740,501.0,2563,คลองบางกะปิ,ปตร. บางกะปิ,29.4,7.3,1.0,0.0,12.4,60.7,14.8,11.6,8.4,0.5,4.0,1.6,113000000000.0,Bang Kapi Police Station,Khlong Bang Kapi,13.75073969699250,100.57005437238100
741,511.0,2563,คลองบางเขน,ปตร. บางเขนเก่า,29.1,7.3,2.9,0.0,5.7,56.3,17.0,4.4,2.5,0.4,2.5,0.8,25800000000.0,Old Bang Khen Police Station,Khlong Bang Khen,13.825068763473000,100.5092098115740
742,512.0,2563,คลองบางเขน,วัดทางหลวง,28.9,7.2,1.5,0.1,9.3,62.5,24.8,6.1,3.5,0.3,2.2,0.9,278000000000.0,highway temple,Khlong Bang Khen,13.825068763473000,100.5092098115740
743,513.0,2563,คลองบางเขน,ข้างทัณฑสถานบางเขน,28.9,7.3,1.1,0.0,9.2,57.8,69.3,7.1,4.4,0.3,1.9,1.1,26800000000.0,Next to Bang Khen Correctional Institution,Khlong Bang Khen,13.825068763473000,100.5092098115740
744,514.0,2563,คลองบางเขน,ชุมชนบางบัว,28.9,7.3,1.8,0.1,10.8,53.7,56.7,8.4,5.6,0.2,1.8,1.4,920000000000.0,Bang Bua Community,Khlong Bang Khen,13.825068763473000,100.5092098115740
745,515.0,2563,คลองบางเขน,ใกล้โรงงานปรับปรุงคุณภาพน้ำบางบัว,28.9,7.3,2.0,0.1,12.1,60.2,52.7,7.6,4.7,0.3,1.7,1.2,917000000000.0,Near the Bang Bua water quality improvement factory.,Khlong Bang Khen,13.825068763473000,100.5092098115740
746,516.0,2563,คลองบางเขนใหม่,ถนนพิบูลย์สงคราม,28.8,7.2,2.0,0.0,5.9,58.4,20.7,4.8,2.6,0.2,2.2,0.9,919000000000.0,Phibunsongkram Road,Khlong Bang Khen Mai,13.820876263485800,100.5152081940510
747,521.0,2563,คลองบางยี่ขัน,วัดพระศิริไอยสวรรค์,29.3,7.3,1.4,0.1,10.3,56.8,19.5,6.4,2.8,0.3,1.9,1.0,225000000000.0,Wat Phra Siri Aiya Sawan,Khlong Bang Yi Khan,13.778249253416800,100.48022946442100
748,522.0,2563,คลองบางยี่ขัน,ถนนจรัญสนิทวงค์,29.2,7.3,1.1,0.1,15.1,59.3,17.3,7.7,4.8,0.2,1.9,1.5,338000000000.0,Charansanitwong Road,Khlong Bang Yi Khan,13.778249253416800,100.48022946442100
749,523.0,2563,คลองบางยี่ขัน,ซอยบรมราชชนนี  2,29.2,7.3,0.9,0.2,15.3,65.3,12.2,7.4,5.4,0.2,2.0,1.3,93600000000000.0,Soi Borommaratchachonnani 2,Khlong Bang Yi Khan,13.778249253416800,100.48022946442100
750,531.0,2563,คลองบางจาก,วัดเปาว์โลหิต (เขตบางพลัด),29.3,7.3,0.3,0.1,22.6,67.6,6.6,11.8,7.8,0.1,1.4,1.4,131000000000000.0,Wat Pao Lohit (Bang Phlat District),Khlong Bang Chak,13.616893104385200,100.54199283343500
751,541.0,2563,คลองบางพลู,วัดภาณุรังสี,29.2,7.2,1.7,0.0,12.0,52.3,8.4,8.5,5.2,0.2,1.8,1.3,3790000000000.0,Phanurangsi Temple,Khlong Bang Phlu,13.878351272776100,100.43808277684200
752,551.0,2563,คลองบางพลัด,ถนนจรัญสนิทวงค์,29.0,7.2,2.2,0.0,7.3,50.1,10.4,5.9,3.0,0.2,1.8,1.2,42000000000000.0,Charansanitwong Road,Khlong Bang Phlat,13.791015252248300,100.50538767606800
753,561.0,2563,คลองพระครู,ถนนจรัญสนิทวงค์,29.1,7.2,1.9,0.0,7.1,46.5,14.5,4.7,2.5,0.3,1.9,0.9,22300000000000.0,Charansanitwong Road,Khlong Phrakru,,
754,571.0,2563,คลองบางโพ,สน. บางโพ,28.9,7.1,1.6,0.1,10.9,51.5,10.7,6.2,3.9,0.2,2.9,1.1,937000000000.0,Bang Pho Police Station,Khlong Bang Pho,13.9998688,100.5121296
755,572.0,2563,คลองบางโพ,ถนนประชาราษฏร์สาย 1,28.9,7.1,1.6,0.0,10.8,52.1,11.3,6.4,4.0,0.1,2.6,1.0,1070000000000.0,Pracharat Sai 1 Road,Khlong Bang Pho,13.9998688,100.5121296
756,581.0,2563,คลองหลุมไผ่,ถนนลาดปลาเค้า,29.1,7.3,0.6,0.3,17.1,58.7,8.5,13.8,10.2,0.1,2.5,1.5,1930000000000.0,Lat Pla Khao Road,Khlong Lum Phai,13.846186440771700,100.59819437091400
757,582.0,2563,คลองหลุมไผ่,ซ. ลาดปลาเค้า 47,29.1,7.3,0.5,0.3,16.9,63.0,9.8,14.4,9.5,0.1,2.7,1.4,380000000000.0,Soi Lat Pla Khao 47,Khlong Lum Phai,13.846186440771700,100.59819437091400
758,591.0,2563,คลองกุ่ม,หมู่บ้านสหกรณ์ (ซ.28),29.3,7.3,0.2,0.2,33.8,94.3,21.8,23.7,18.0,0.1,3.4,2.4,943000000000.0,Cooperative Village (Soi 28),Khlong Kum,13.7853201,100.6686634
759,592.0,2563,คลองกุ่ม,ถ. สุขาภิบาล 2,29.3,7.3,0.8,0.1,21.5,70.4,15.9,14.5,10.2,0.1,2.7,1.8,1940000000000.0,Sukhaphiban 2 Rd.,Khlong Kum,13.7853201,100.6686634
760,601.0,2563,คลองพังพวย,ถ. สุขาภิบาล 1,29.2,7.3,0.5,0.2,20.3,74.9,13.3,13.3,9.9,0.1,2.6,1.2,405000000000.0,Sukhapiban Rd. 1,Khlong Phang Phuai,13.782268633531400,100.77958256174500
761,602.0,2563,คลองพังพวย,หลังแฟลตคลองจั่น ซ.57,29.6,7.5,6.1,0.0,15.8,55.7,18.0,8.5,4.5,0.4,2.8,1.3,2900000000.0,"Behind Khlong Chan Flats, Soi 57",Khlong Phang Phuai,13.782268633531400,100.77958256174500
762,611.0,2563,คลองเตย,ปตร. คลองเตย,29.3,7.4,0.0,0.5,36.2,93.9,15.8,18.7,13.4,0.1,2.3,2.2,198000000000000.0,Khlong Toei Police Station,Khlong Toei,13.7186733,100.560278
763,612.0,2563,คลองเตย,อาคารทวิช,29.2,7.3,0.0,1.2,51.2,120.2,35.4,25.7,19.3,0.0,2.1,2.6,125000000000000.0,Twitch Building,Khlong Toei,13.7186733,100.560278
764,621.0,2563,คลองวัดดอน,ซ. เจริญกรุง 57,29.4,7.3,1.0,0.3,18.0,65.3,11.8,8.7,5.4,0.2,1.7,1.1,9020000000000.0,Soi Charoen Krung 57,Khlong Wat Don,13.7151982763228,100.514853011191
765,631.0,2563,คลองต้นไทร,ถ. เจริญนคร 17,29.4,7.2,0.9,0.0,16.0,64.7,10.5,8.6,4.8,0.4,2.5,1.4,178000000000.0,Charoen Nakhon Rd. 17,Khlong Ton Sai,13.7204583,100.5045283
766,641.0,2563,คลองวัดทองเพลง,วัดทองเพลง,29.5,7.3,1.8,0.0,16.0,62.8,22.3,9.4,5.8,0.2,1.8,1.2,6640000000000.0,Wat Thong Phleng,Khlong Wat Thong Phleng,13.72526047413960,100.50517087985000
767,642.0,2563,คลองวัดทองเพลง,ถนนเจริญนคร,29.7,7.3,1.6,0.1,16.8,61.5,16.0,10.7,6.5,0.1,2.3,1.3,4810000000000.0,Charoen Nakhon Road,Khlong Wat Thong Phleng,13.72526047413960,100.50517087985000
768,651.0,2563,คลองหัวลำโพง,หน้าเขตคลองเตย,29.3,7.4,0.0,0.4,34.5,86.5,12.2,18.7,13.4,0.1,2.2,2.2,25200000000000.0,In front of Khlong Toei District,Khlong Hua Lamphong,13.713108222328600,100.5749177840610
769,661.0,2563,คลองกรวย,ซ. เจริญกรุง 71,29.3,7.3,0.9,0.2,23.3,96.9,17.3,10.6,7.1,0.3,2.7,1.5,1310000000000.0,Soi Charoen Krung 71,Khlong Kruai,13.71105478898720,100.51057841213100
770,671.0,2563,คลองด่าน,ถนนเทอดไทย,29.0,7.4,2.3,0.0,9.5,47.8,10.7,5.9,3.6,0.3,2.3,1.0,9340000000.0,Theot Thai Road,Khlong Dan,13.5225946,100.8301161
771,672.0,2563,คลองด่าน,ท่าน้ำวัดนางนองวรวิหาร (ถ.วุฒากาศ),29.1,7.3,2.8,0.0,7.9,50.8,16.6,5.7,3.6,0.3,2.5,0.9,195000000.0,Wat Nang Nong Worawihan Pier (Wutthakat Road),Khlong Dan,13.5225946,100.8301161
772,691.0,2563,คลองลาดยาว,ถนนวิภาวดีรังสิต,29.0,7.4,2.0,0.0,14.9,71.6,13.1,13.9,9.7,0.2,1.6,1.6,1860000000000.0,Vibhavadi Rangsit Road,Khlong Lat Yao,13.858551704775200,100.5864740188840
773,692.0,2563,คลองลาดยาว,ถนนรัชดาภิเษก,29.0,7.5,2.2,0.0,10.8,58.2,9.7,10.1,6.9,0.2,1.4,1.3,823000000000.0,Ratchadaphisek Road,Khlong Lat Yao,13.858551704775200,100.5864740188840
774,701.0,2563,คลองพญาเวิก,ถนนลาดพร้าว (ซอยลาดพร้าว 5/1),29.1,7.4,0.5,0.3,24.7,77.8,9.4,15.2,10.4,0.1,1.4,1.9,5590000000000.0,Lat Phrao Road (Soi Lat Phrao 5/1),Khlong Phaya Wek,13.80361460758830,100.56738717237300
775,711.0,2563,คลองน้ำแก้ว,ถนนลาดพร้าว (ซอยลาดพร้าว 35),29.0,7.4,0.9,0.2,16.1,59.5,11.8,11.7,8.2,0.2,2.0,1.9,1730000000000.0,Lat Phrao Road (Soi Lat Phrao 35),Khlong Nam Kaew,13.802510539676900,100.58137533979400
776,712.0,2563,คลองน้ำแก้ว,ถนนรัชดาภิเษก,28.9,7.4,0.8,0.2,14.8,55.8,11.5,11.0,7.3,0.3,2.1,1.8,2080000000000.0,Ratchadaphisek Road,Khlong Nam Kaew,13.802510539676900,100.58137533979400
777,721.0,2563,คลองสวนหลวง 1,ถนนพระราม 1 (แยกเจริญผล),29.0,7.3,0.2,0.5,32.3,91.1,13.8,17.1,12.3,0.1,2.4,1.3,3930000000000000.0,Rama 1 Road (Charoen Phon Intersection),Khlong Suan Luang 1,13.737177959778300,100.60592027914000
778,722.0,2563,คลองสวนหลวง 1,ถนนเจริญเมือง,29.0,7.2,0.2,0.7,33.8,109.8,12.3,17.0,12.2,0.1,1.7,1.4,3090000000000000.0,Charoen Mueang Road,Khlong Suan Luang 1,13.737177959778300,100.60592027914000
779,741.0,2563,คลองบางกระบือ,ถนนสามเสน (บริษัท บุญรอด บิวเวอรี่),29.0,7.3,3.1,0.0,13.2,54.3,47.0,6.5,2.6,0.2,3.7,0.9,230000000000.0,Samsen Road (Boon Rawd Brewery Company),Bang Krabue Canal,,
780,751.0,2563,คลองนาซอง,ถนนประชาสงเคราะห์ (ซอยพาณิชจำนงค์),29.2,7.3,0.0,0.2,39.6,89.1,12.9,21.6,16.6,0.0,2.1,2.2,207000000000000.0,Pracha Songkhro Road (Soi Phanitchamnong),Na Song Canal,,
781,752.0,2563,คลองนาซอง,ถนนพระราม 9 (สถานีสูบน้ำนาซอง),29.2,7.3,0.0,0.2,36.3,86.7,12.2,21.3,16.1,0.0,2.1,2.0,1970000000000000.0,Rama 9 Road (Nasong Pumping Station),Na Song Canal,,
782,761.0,2563,คลองบางสะแก,ถนนเทอดไทย (สะพานเทศบาล 11),29.3,7.3,1.0,0.5,23.1,77.3,8.5,8.7,6.0,0.2,1.9,1.2,2950000000000.0,Thet Thai Road (Thetsaban Bridge 11),Khlong Bang Sakae,13.702614371301500,100.47853832836600
783,762.0,2563,คลองบางสะแก,ถนนเทอดไทย  ซอย 33 (วัดบางสะแกใน),29.3,7.3,0.8,0.6,22.8,78.0,12.5,10.0,6.4,0.2,1.9,1.4,4850000000000.0,"Theot Thai Road, Soi 33 (Wat Bang Sakae Nai)",Khlong Bang Sakae,13.702614371301500,100.47853832836600
784,771.0,2563,คลองวัดอนงค์,หน้าวัดอนงค์,29.6,7.1,2.0,0.1,21.2,81.9,35.9,8.6,5.4,0.3,2.6,1.4,92800000000000.0,In front of Wat Anong,Khlong Wat Anong,,
785,781.0,2563,คลองสองต้นนุ่น,หลังโรงงานปรับปรุงคุณภาพน้ำร่มเกล้า,29.2,7.3,2.8,0.0,11.1,58.5,16.5,8.5,4.5,0.2,3.1,1.3,338000000.0,After the factory improved the quality of Romklao water,Khlong Song Ton Nun,13.760603,100.7344794
786,782.0,2563,คลองสองต้นนุ่น,ซ.รามคำแหง 209,29.3,7.3,2.9,0.0,10.1,51.8,16.3,8.8,4.6,0.2,2.8,1.2,4560000000.0,Soi Ramkhamhaeng 209,Khlong Song Ton Nun,13.760603,100.7344794
787,791.0,2563,คลองบางลำภูล่าง,วัดเศวตฉัตร  (คลองสาน),29.5,7.1,2.5,0.0,14.4,66.0,33.9,6.2,2.8,0.3,3.1,1.1,9410000000.0,Wat Sawetchat (Khlong San),Bang Lamphu Lang Canal,13.716940888095700,100.50148340717600
788,801.0,2563,คลองวัดราชา,วัดราชา,29.1,7.2,3.3,0.0,6.3,55.1,25.2,3.9,1.3,0.3,3.7,0.9,11200000000.0,Wat Racha,Wat Racha Canal,,
789,811.0,2563,คลองบุปผา,สน.บุปผาราม,29.1,7.1,1.0,0.1,17.8,59.4,10.9,8.3,5.5,0.3,2.7,0.9,194000000000000.0,Buppharam Police Station,Klong Buppa,,
790,821.0,2563,คลองบางผักหนาม,ซอยจรัญฯ  41,29.0,7.2,1.1,0.3,14.1,52.6,10.5,8.0,4.3,0.2,1.4,1.4,941000000000.0,Soi Charan 41,Khlong Bang Phaknam,,
791,831.0,2563,คลองบางบัวหรุ,ซอยจรัญฯ  45,29.1,7.3,0.4,0.8,18.9,63.6,11.3,8.2,4.3,0.2,1.8,1.5,4790000000000.0,Soi Charan 45,Khlong Bang Bua Ru,,
792,841.0,2563,คลองควาย,ถนนพุทธมณฑลสาย  2,29.5,7.3,2.5,0.0,5.1,47.2,19.5,3.4,0.9,0.4,1.6,0.6,39400000.0,Phutthamonthon Sai 2 Road,Khlong Khwai,14.0797217,100.4901837
793,851.0,2563,คลองบัว,ถนนสวนผัก  46,29.5,7.3,1.8,0.0,5.8,44.0,22.9,3.8,1.1,0.4,1.7,0.5,66700000.0,Suan Phak Road 46,Khlong Bua,13.7890515257673,100.42186466773200
794,861.0,2563,คลองเจ็ก,ถนนสุขาภิบาล 3 ซ.รามคำแห่ง 149,29.1,7.3,2.4,0.0,10.5,53.5,14.8,10.9,6.8,0.2,2.7,1.3,76300000000.0,"Sukhapiban Road 3, Soi Ramkhamhaeng 149",Khlong Chek,13.550997663798600,100.53479559087800
795,871.0,2563,คลองหลอแหล,ถนนสุขาภิบาล 3 ซ.รามคำแห่ง 157/3,29.3,7.3,2.8,0.0,10.8,51.9,15.9,12.0,6.7,0.1,2.8,1.3,233000000000.0,"Sukhapiban Road 3, Soi Ramkhamhaeng 157/3",Khlong Lo Lae,13.7987768395629,100.2454025
796,872.0,2563,คลองหลอแหล,ถนนสุขาภิบาล 3 ซ.รามคำแห่ง 162,29.1,7.3,3.2,0.0,10.3,59.6,17.5,12.0,7.4,0.1,2.8,1.2,76600000000.0,"Sukhapiban Road 3, Soi Ramkhamhaeng 162",Khlong Lo Lae,13.7987768395629,100.2454025
797,873.0,2563,คลองหลอแหล,ถนนสุขาภิบาล ตลาดสด ชีรอ,29.1,7.3,2.3,0.1,12.6,62.3,13.1,11.5,7.1,0.1,2.6,1.2,225000000000.0,"Sukhaphiban Road, Fresh Market, Chiro",Khlong Lo Lae,13.7987768395629,100.2454025
798,881.0,2563,คลองบางชัน,ถนนสุขาภิบาล 3 ตรงข้ามธาราการ์เด้น,29.1,7.3,2.8,0.0,10.5,64.0,17.8,11.3,7.5,0.1,3.2,1.2,339000000000.0,"Sukhaphiban 3 Road, opposite Thara Garden",Khlong Bang Chan,13.831848789334900,100.69066579583600
799,891.0,2563,คลองลาดบัวขาว,ถนนราษฎร์พัฒนา รร.สุเหร่าลาดบัวขาว,29.3,7.3,3.0,0.1,13.5,62.2,31.3,10.6,7.0,0.1,2.9,1.2,949000000000.0,Rat Phatthana Road Mosura Lat Buakhao School,Khlong Lat Bua Khao,13.769290113548200,100.71454847474100
800,892.0,2563,คลองลาดบัวขาว,วัดลาดบัวขาว,28.8,7.3,2.9,0.0,10.3,55.5,15.7,10.0,5.3,0.1,2.8,1.1,942000000000.0,Wat Lat Bua Khao,Khlong Lat Bua Khao,13.769290113548200,100.71454847474100
801,901.0,2563,คลองลำนายโส,ถนนราษฎร์พัฒนา รร.สุเหร่าลำนายโส,29.1,7.3,3.2,0.0,11.8,61.2,17.5,11.3,6.5,0.1,2.9,1.1,263000000000.0,Rat Phatthana Road Lam Nai So Mosque School,Lam Nai So Canal,,
802,902.0,2563,คลองลำนายโส,วัดปากบึง,29.2,7.3,3.6,0.0,11.9,60.0,16.2,10.4,5.6,0.1,2.9,1.1,257000000000.0,Pak Bueng Temple,Lam Nai So Canal,,
803,911.0,2563,คลองบึงขวาง,ถนนร่มเกล้า ชุมชนพัฒนาบึงบัว,29.3,7.3,3.0,0.0,9.3,55.7,17.3,9.9,4.7,0.1,2.9,1.1,258000000000.0,"Romklao Road, Bueng Bua Phatthana Community",Khlong Bueng Khwang,13.79968503921200,100.75178818872400
804,921.0,2563,คลองทรายกองดิน,ถนนราษฎร์อุทิศ สุเหร่าทรายกองดิน,30.0,7.3,3.5,0.0,8.8,65.8,26.0,8.1,3.9,0.3,2.5,0.7,37000000.0,Rat Uthit Road Sai Kong Din Mosque,Khlong Sai Kong Din,13.849568300000000,100.7344607
805,941.0,2563,คลองลำหิน,ถ.คู่คลองสิบ สะพานข้ามคลอง,29.6,7.2,4.0,0.0,7.1,53.2,33.5,6.5,2.5,0.2,2.4,0.6,34800000.0,"Khlong Sip Road, bridge over the canal",Khlong Lam Hin,13.848775017863100,100.80777733259300
806,951.0,2563,คลองลำหินฝั่งใต้,ถนนเลียบวารี สะพานคลองลำหินฝั่งใต้,29.8,7.2,3.7,0.0,7.3,66.3,34.5,7.4,3.4,0.3,2.6,0.6,126000000.0,"Along Waree Road, Khlong Lam Hin Bridge, southern side",Khlong Lam Hin Fang Tai,,
807,961.0,2563,คลองสิบเอ็ด,ถนนคลองสิบ คลองสิบเอ็ด ,29.7,7.2,4.0,0.0,7.5,57.2,31.9,7.3,3.5,0.2,2.4,0.6,33900000.0,"Khlong Sip Road, Khlong Sip Sip Road ",Khlong Sip Sip,13.9072212,101.1138118
808,971.0,2563,คลองหวังโต,ถนนมิตรไมตรี ชุมชนหนองจอก,29.8,7.1,3.2,0.0,7.1,58.8,28.8,7.7,4.2,0.2,2.5,0.5,37700000.0,"Mitmaitri Road, Nong Chok Community",Wang To Canal,,
809,981.0,2563,คลองบึงแตงโม,ถนนมิตรไมตรี หมู่บ้าน เค.ซี.การ์เด้น,29.8,7.1,2.7,0.0,7.3,59.8,28.0,5.7,2.7,0.2,2.6,0.5,35000000.0,"Mitmaitri Road, K.C. Garden Village",Khlong Bueng Taeng Mo,,
810,991.0,2563,คลองลำต้นกล้วย,ถนนมิตรไมตรี ก่อนถึงสามแยก รพ.หนองจอก,29.8,7.2,4.3,0.0,7.5,48.8,20.4,6.4,2.9,0.2,2.2,0.5,34000000.0,"Mitmaitri Road, before reaching the Nong Chok Hospital intersection.",Banana trunk canal,,
811,1001.0,2563,คลองลำผักชี,ถนนสุวินทวงศ์ สถานีย่อยสุวินทวงศ์ กฟน.,29.2,7.0,3.2,0.0,9.6,60.2,27.8,4.9,2.4,0.3,2.8,0.6,113000000.0,"Suwinthawong Road Suwinthawong Substation, MEA",Lam Phak Chi Canal,13.791692110724500,100.83478652765600
